,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
1506,20,RL,70,7420,Pave,NA,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,3,417,1,0,640,1057,GasA,3,Y,4,1057,0,0,1057,0,0,1,0,3,1,3,6,5,0,0,Detchd,1977,3,2,576,3,3,1,0,0,0,0,0,0,0,0,NA,0,4,2007,WD ,132000
1507,50,RL,75,9525,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,2,468,1,0,532,1000,GasA,3,Y,4,1068,541,0,1609,0,0,1,1,5,1,3,7,5,0,0,Attchd,1953,1,1,305,2,3,1,0,0,0,0,0,0,0,0,NA,0,7,2006,WD ,149900
1508,50,RM,0,7425,Pave,NA,3,Bnk,4,Corner,3,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,2,1,1,0,1,0,672,672,GasA,4,Y,4,1195,473,0,1668,0,0,1,1,3,1,4,8,5,0,0,Attchd,1945,1,1,252,3,3,1,210,0,0,0,0,0,0,0,NA,0,8,2008,WD ,108000
1509,20,RL,88,7990,Pave,NA,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,4,3,1,1,0,1,0,924,924,GasA,3,Y,4,924,0,0,924,0,0,1,0,3,1,3,5,5,0,0,Detchd,1981,1,1,280,3,3,1,0,0,0,0,0,0,0,3,NA,0,4,2008,WD ,110000
1510,160,RM,24,1300,Pave,NA,4,Lvl,4,Inside,3,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,4,3,1,5,285,1,0,276,561,GasA,3,Y,4,561,668,0,1229,0,0,1,1,2,1,3,5,5,1,3,Attchd,1980,3,2,462,3,3,1,150,0,0,0,0,0,0,4,NA,0,5,2009,WD ,124000
1511,45,RL,55,5500,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,1,0,1,0,882,882,GasA,5,Y,4,882,0,0,882,0,0,1,0,1,1,3,4,5,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,NA,0,4,2007,WD ,103200
1512,120,FV,40,3606,Pave,Pave,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,5,4,1,6,937,1,0,415,1352,GasA,5,Y,4,1352,0,0,1352,1,0,2,0,2,1,4,5,5,1,4,Attchd,2006,2,2,466,3,3,1,0,241,0,0,0,0,0,0,NA,0,8,2007,New,194000
1513,20,RL,0,8978,Pave,NA,3,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0,3,3,PConc,3,3,1,1,0,1,0,948,948,GasA,3,Y,4,948,0,0,948,0,0,1,0,3,1,3,6,5,0,0,Attchd,1968,1,1,300,3,3,1,147,0,0,0,0,0,0,0,NA,0,5,2007,WD ,108000
1514,20,RL,0,9079,Pave,NA,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Wd Sdng,Plywood,None,0,3,3,CBlock,3,3,1,4,864,1,0,0,864,GasA,3,Y,4,864,0,0,864,0,0,1,0,2,1,3,5,5,0,0,Attchd,1961,1,1,440,3,3,1,158,0,0,0,0,0,0,0,NA,0,7,2009,WD ,122000
1515,150,RL,0,1700,Pave,NA,4,HLS,4,Inside,3,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,1980,1981,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,2,6,397,1,0,33,430,GasA,3,Y,4,880,680,140,1700,1,0,2,1,2,1,4,7,5,0,0,Basment,1980,3,1,450,4,3,1,188,36,0,0,200,0,0,0,NA,0,4,2006,WD ,148400
1516,20,RL,68,9571,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0,3,2,CBlock,3,2,1,1,0,1,0,1276,1276,GasA,3,Y,3,1276,0,0,1276,0,0,1,0,3,1,3,5,3,0,0,Attchd,1958,1,1,350,3,3,1,0,0,0,0,0,0,0,0,NA,0,6,2009,COD,60000
1517,20,RL,80,9938,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251,4,3,PConc,4,3,1,6,1271,1,0,331,1602,GasA,5,Y,4,1626,0,0,1626,1,0,2,1,3,1,4,7,5,1,3,Attchd,1994,2,2,534,3,3,1,424,40,0,0,0,0,0,0,NA,0,4,2008,WD ,226500
1518,20,C (all),50,9000,Pave,NA,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,CBlock,3,3,3,4,50,1,0,430,480,GasA,3,N,3,480,0,0,480,1,0,0,0,1,1,3,4,5,0,0,Detchd,1958,1,1,308,3,3,1,0,0,0,0,0,0,0,0,NA,0,10,2006,WD ,35311
1519,90,RL,38,7840,Pave,NA,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,Plywood,Wd Shng,BrkFace,355,3,3,CBlock,4,3,4,6,976,1,0,0,976,GasA,3,Y,4,1012,0,0,1012,0,2,2,0,4,0,3,4,5,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,10,2006,WD ,127500
1520,20,RL,74,12395,Pave,NA,4,Lvl,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,1,5,647,1,0,217,864,GasA,3,Y,4,889,0,0,889,0,0,1,0,3,1,3,6,5,0,0,Attchd,1984,1,2,484,3,3,1,0,0,0,0,0,0,0,0,NA,0,4,2008,WD ,137500
1521,80,RL,0,9638,Pave,NA,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,3,5,368,3,120,541,1029,GasA,3,Y,4,1117,0,0,1117,1,0,1,0,3,1,3,6,5,1,2,Attchd,1977,2,2,542,3,3,1,292,0,0,0,0,0,0,0,NA,0,11,2008,WD ,147000
1522,60,RL,108,13418,Pave,NA,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,132,4,3,PConc,5,3,3,1,0,1,0,1117,1117,GasA,5,Y,4,1132,1320,0,2452,0,0,3,1,4,1,4,9,5,1,4,BuiltIn,2004,3,3,691,3,3,1,113,32,0,0,0,0,0,0,NA,0,9,2006,WD ,309000
1523,20,RL,0,17597,Pave,NA,4,Bnk,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,7,9,1971,2009,Hip,CompShg,BrkFace,BrkFace,None,0,4,4,CBlock,4,3,1,6,803,5,419,581,1803,GasA,3,Y,4,2365,0,0,2365,1,0,2,0,3,1,5,7,4,2,4,Attchd,1971,3,2,551,3,3,1,200,144,0,0,0,0,0,4,NA,0,7,2009,WD ,315000
1524,20,RL,72,8872,Pave,NA,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,3,3,CBlock,3,3,1,5,595,1,0,317,912,GasA,5,Y,4,912,0,0,912,1,0,1,0,2,1,4,5,5,0,0,Detchd,1992,1,2,576,3,3,1,0,240,0,0,0,0,0,0,NA,0,12,2008,WD ,147000
1525,120,RL,53,3982,Pave,NA,4,Lvl,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,4,3,6,1154,1,0,366,1520,GasA,5,Y,4,1567,0,0,1567,1,0,2,0,1,1,5,7,5,1,4,Attchd,2006,3,3,648,3,3,1,312,0,0,0,0,0,0,0,NA,0,10,2006,New,264561
1526,80,RL,60,7134,Pave,NA,4,Bnk,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,5,384,1,0,0,384,GasA,3,Y,4,1360,0,0,1360,0,0,1,0,3,1,3,6,4,1,3,Detchd,1962,1,2,572,3,3,1,0,50,0,0,0,0,0,3,NA,0,2,2007,WD ,130000
1527,160,FV,0,2117,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,4,3,PConc,4,3,1,6,436,1,0,320,756,GasA,5,Y,4,769,756,0,1525,0,0,2,1,3,1,4,5,5,1,3,Detchd,2000,1,2,440,3,3,1,0,0,0,0,0,0,0,0,NA,0,6,2007,WD ,177000
1528,50,RM,58,8155,Pave,NA,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,4,3,1,1,0,1,0,780,780,GasA,4,Y,3,780,420,0,1200,0,0,1,0,4,1,3,7,5,0,0,NA,0,0,0,0,0,0,1,0,0,96,0,0,0,0,0,NA,0,7,2008,WD ,119000
1529,20,RL,50,5500,Pave,NA,4,Lvl,4,Inside,3,SWISU,Norm,Norm,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,4,2,6,510,2,373,190,1073,GasA,5,Y,4,1073,0,0,1073,1,0,2,0,2,1,3,4,5,0,0,Detchd,2004,1,1,246,3,3,1,0,120,0,0,0,0,0,0,NA,0,5,2006,WD ,157000
1530,20,RL,0,11553,Pave,NA,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188,3,3,CBlock,3,3,1,4,673,1,0,378,1051,GasA,3,Y,4,1159,0,0,1159,0,0,1,1,3,1,3,7,5,1,2,Attchd,1968,1,1,336,3,3,1,466,0,0,0,0,0,0,0,NA,0,7,2006,WD ,158000
1531,50,RL,55,7150,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,3,3,1,3,150,1,0,1040,1190,GasA,4,Y,4,1040,500,0,1540,1,0,1,0,4,1,2,7,5,0,0,Detchd,2002,1,1,352,3,3,1,0,0,0,0,0,0,0,0,NA,0,8,2007,WD ,115000
1532,20,RL,64,6285,Pave,NA,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,4,3,1,2,138,3,351,405,894,GasA,3,Y,4,894,0,0,894,1,0,1,0,2,1,3,5,5,0,0,Detchd,1979,1,1,308,3,3,1,192,0,0,0,0,0,0,0,NA,0,3,2007,WD ,120750
1533,60,FV,0,7500,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,6,533,1,0,281,814,GasA,5,Y,4,814,860,0,1674,1,0,2,1,3,1,4,7,5,0,0,Attchd,2000,2,2,663,3,3,1,0,96,0,0,0,0,0,0,NA,0,1,2010,WD ,216000
1534,160,RM,21,2001,Pave,NA,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80,3,3,CBlock,3,3,1,1,0,1,0,546,546,GasA,2,Y,4,546,546,0,1092,0,0,1,1,3,1,3,6,5,0,0,Attchd,1970,1,1,286,3,3,1,0,0,0,0,0,0,0,0,NA,0,1,2007,WD ,75000
1535,20,RL,95,19508,Pave,NA,4,Lvl,4,Inside,3,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,CompShg,HdBoard,ImStucc,BrkFace,144,3,3,CBlock,3,3,3,5,800,1,0,630,1430,GasA,3,Y,4,1430,0,0,1430,0,1,2,0,3,1,3,6,5,2,3,Attchd,1974,1,2,484,3,3,1,117,108,165,0,0,0,0,0,NA,0,7,2008,WD ,192000
1536,80,RL,0,7176,Pave,NA,3,Lvl,4,CulDSac,3,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,3,3,CBlock,3,4,4,6,794,1,0,166,960,GasA,2,Y,4,1040,0,0,1040,1,0,1,0,3,1,3,6,5,1,2,Detchd,1979,1,2,616,3,3,1,131,0,0,0,180,0,0,4,NA,0,7,2006,WD ,160500
1537,20,RL,91,10652,Pave,NA,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,4,3,PConc,4,3,3,1,0,1,0,1494,1494,GasA,5,Y,4,1494,0,0,1494,0,0,2,0,3,1,4,7,5,1,4,Attchd,2006,2,3,840,3,3,1,160,33,0,0,0,0,0,0,NA,0,8,2007,New,279500
1538,85,RL,0,11235,Pave,NA,4,Lvl,4,Corner,3,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0,3,3,CBlock,4,3,3,5,784,1,0,197,981,GasA,3,Y,4,1075,0,0,1075,1,0,1,0,3,1,4,6,5,0,0,Detchd,1996,1,2,440,3,3,1,64,0,0,0,64,0,0,3,NA,0,5,2008,WD ,148000
1539,20,RL,68,10265,Pave,NA,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0,3,2,CBlock,3,3,1,5,758,1,0,234,992,GasA,5,Y,4,992,0,0,992,1,0,1,0,3,1,4,6,5,0,0,Attchd,1967,2,1,294,3,3,1,204,0,0,0,0,0,0,3,Shed,600,7,2008,WD ,145000
1540,60,RL,0,14541,Pave,NA,3,Lvl,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0,4,4,PConc,4,4,1,6,1012,1,0,326,1338,GasA,5,Y,4,1352,1168,0,2520,1,0,2,1,5,1,4,10,5,1,3,Attchd,1993,2,3,796,3,3,1,209,55,0,0,0,0,0,0,NA,0,11,2006,WD ,310000
1541,80,RL,83,10184,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379,3,3,CBlock,3,3,3,5,580,1,0,503,1083,GasA,3,Y,4,1146,0,0,1146,0,1,1,0,3,1,3,6,5,1,4,Attchd,1963,1,1,294,3,3,1,345,75,0,0,0,0,0,0,NA,0,6,2006,WD ,165000
1542,60,RL,52,46589,Pave,NA,2,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528,4,3,PConc,4,4,1,6,1361,3,180,88,1629,GasA,5,Y,4,1686,762,0,2448,1,0,2,1,4,1,4,8,5,1,3,Attchd,1994,2,3,711,3,3,1,517,76,0,0,0,0,0,0,NA,0,7,2009,WD ,402000
1543,60,FV,85,10625,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,4,3,1,1,0,1,0,1026,1026,GasA,5,Y,4,1026,932,0,1958,0,0,2,1,3,1,4,9,5,1,4,Attchd,2005,3,3,936,3,3,1,154,210,0,0,0,0,0,0,NA,0,7,2008,WD ,250000
1544,180,RM,21,1470,Pave,NA,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,4,3,3,6,522,1,0,108,630,GasA,3,Y,4,630,0,0,630,1,0,1,0,1,1,3,3,5,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,4,2006,WD ,73000
1545,90,RL,60,9000,Pave,NA,4,Lvl,4,FR2,3,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,1,1,0,1,0,896,896,GasA,3,Y,4,896,896,0,1792,0,0,2,2,4,2,3,8,5,0,0,NA,0,0,0,0,0,0,1,32,45,0,0,0,0,0,0,NA,0,9,2009,WD ,136000
1546,120,RL,48,5911,Pave,NA,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,278,5,3,PConc,5,3,1,6,472,1,0,1088,1560,GasA,5,Y,4,1565,0,0,1565,1,0,2,0,2,1,5,6,5,1,4,Attchd,2005,2,2,556,3,3,1,196,56,0,0,0,0,0,0,NA,0,3,2006,WD ,282500
1547,20,RL,73,8987,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226,4,3,PConc,4,3,0,1,0,1,0,1595,1595,GasA,5,Y,4,1595,0,0,1595,0,0,2,0,2,1,4,6,5,1,4,Attchd,2005,2,3,880,3,3,1,144,0,0,0,0,0,0,0,NA,0,5,2010,WD ,221500
1548,20,RL,0,17871,Pave,NA,2,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,1680,1680,GasA,4,Y,4,1680,0,0,1680,0,0,2,0,4,1,4,7,5,0,0,Attchd,1996,1,2,628,3,3,1,152,0,0,0,0,0,0,0,NA,0,6,2007,WD ,170000
1549,20,RL,77,11500,Pave,NA,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0,2,3,CBlock,3,2,1,4,872,3,60,108,1040,GasA,4,Y,4,1040,0,0,1040,1,0,1,0,3,1,3,6,4,1,1,Attchd,1967,2,2,480,3,3,1,0,0,156,0,0,0,0,3,NA,0,5,2009,WD ,163000
1550,60,RL,65,12257,Pave,NA,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,4,3,PConc,4,3,3,2,56,5,64,1198,1318,GasA,5,Y,4,1328,1203,0,2531,0,0,2,1,4,1,4,9,5,1,3,Attchd,1995,2,3,752,3,3,1,222,98,0,0,0,0,0,0,NA,0,11,2007,WD ,290000
1551,60,RL,82,9044,Pave,NA,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,526,4,4,PConc,4,3,1,6,1225,1,0,100,1325,GasA,5,Y,4,1335,1203,0,2538,0,0,2,1,4,1,4,8,5,1,3,Attchd,1996,2,3,933,3,3,1,198,92,0,0,0,0,0,0,NA,0,5,2007,WD ,330000
1552,160,RM,21,1680,Pave,NA,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,3,3,CBlock,3,3,1,4,254,1,0,229,483,GasA,3,Y,4,483,504,0,987,1,0,1,1,2,1,3,5,5,0,0,Detchd,1973,1,1,264,3,3,1,0,0,0,0,0,0,0,0,NA,0,7,2009,WD ,111000
1553,60,RL,45,9468,Pave,NA,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,148,3,3,PConc,4,3,2,6,639,1,0,201,840,GasA,5,Y,4,840,915,0,1755,1,0,2,1,3,1,3,7,5,1,3,Attchd,1999,2,2,530,3,3,1,176,73,0,0,0,0,0,0,NA,0,8,2006,WD ,214000
1554,20,RL,102,9373,Pave,NA,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,BrkFace,84,3,3,CBlock,3,3,1,3,500,2,196,456,1152,GasA,3,Y,4,1152,0,0,1152,0,0,1,1,3,1,3,6,5,0,0,Detchd,1971,1,2,636,3,3,1,0,0,0,0,0,0,0,0,NA,0,5,2008,WD ,137500
1555,60,FV,70,7000,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,4,3,2,6,622,1,0,304,926,GasA,5,Y,4,1016,868,0,1884,1,0,2,1,3,1,5,7,5,1,5,Attchd,2003,2,2,581,3,3,1,0,35,0,0,0,0,0,0,NA,0,6,2009,WD ,240900
1556,60,RL,107,10186,Pave,NA,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,4,3,PConc,4,3,1,6,674,1,0,76,750,GasA,5,Y,4,1061,862,0,1923,1,0,2,1,3,1,4,8,5,1,3,Attchd,1992,2,2,564,3,3,1,240,39,0,0,0,0,0,0,NA,0,6,2010,WD ,190000
1557,20,RL,90,11664,Pave,NA,4,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,3,6,1234,1,0,335,1569,GasA,5,Y,4,1611,0,0,1611,1,0,2,0,3,1,4,6,5,0,0,Attchd,2002,2,3,1231,3,3,1,262,93,0,0,0,0,0,0,NA,0,9,2009,WD ,250000
1558,20,RL,90,10768,Pave,NA,3,Lvl,4,Corner,3,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0,4,4,CBlock,4,3,4,5,1157,1,0,280,1437,GasA,3,Y,4,1437,0,0,1437,1,0,2,0,3,1,4,6,5,1,2,Attchd,1976,2,2,528,3,3,1,0,21,0,0,180,0,0,0,NA,0,7,2007,WD ,218000
1559,60,RL,78,10530,Pave,NA,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,194,4,3,PConc,4,3,1,6,819,1,0,329,1148,GasA,5,Y,4,1091,984,0,2075,1,0,2,1,3,1,4,8,5,1,4,Attchd,1993,1,2,473,3,3,1,235,86,0,0,0,0,0,0,NA,0,8,2007,WD ,255000
1560,20,RL,50,14859,Pave,NA,3,HLS,4,CulDSac,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27,4,3,PConc,4,3,1,1,0,1,0,1670,1670,GasA,5,Y,4,1670,0,0,1670,0,0,2,0,3,1,4,7,5,1,4,Attchd,2006,2,3,690,3,3,1,144,60,0,0,0,0,0,0,NA,0,8,2006,New,240000
1561,20,RL,93,10481,Pave,NA,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,None,0,4,3,PConc,4,3,3,1,0,1,0,2140,2140,GasA,5,Y,4,2140,0,0,2140,0,0,2,1,3,1,4,8,5,0,0,Attchd,2006,3,3,894,3,3,1,136,32,0,0,0,0,0,0,NA,0,6,2007,New,360000
1562,80,RL,85,9350,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0,3,4,PConc,3,3,4,5,633,1,0,586,1219,GasA,4,Y,4,1265,0,0,1265,0,1,2,0,3,1,4,6,5,1,4,Attchd,1965,2,2,502,3,3,1,0,92,0,96,0,0,0,3,NA,0,10,2008,WD ,179900
1563,50,RL,138,18030,Pave,NA,3,Bnk,4,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,3,152,4,469,977,1598,GasA,3,Y,4,1636,971,479,3086,0,0,3,0,3,1,5,12,2,1,4,NA,0,0,0,0,0,0,1,122,0,0,0,0,0,0,3,NA,0,3,2007,WD ,200500
1564,50,RM,50,5925,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,600,600,Grav,2,N,4,600,368,0,968,0,0,1,0,2,1,3,6,5,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NA,0,5,2009,WD ,37900
1565,20,RL,0,6718,Pave,NA,3,Lvl,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,86,4,3,PConc,5,3,2,6,250,1,0,1017,1267,GasA,5,Y,4,1312,0,0,1312,0,0,2,0,2,1,4,5,5,0,0,Attchd,2001,1,2,471,3,3,1,256,28,0,0,0,0,0,0,NA,0,1,2007,WD ,180500
1566,90,RL,0,11855,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23,3,3,PConc,5,3,1,6,820,1,0,348,1168,GasA,5,Y,4,1168,1619,0,2787,2,0,4,2,6,2,3,8,5,2,3,BuiltIn,2000,3,4,820,3,3,1,312,0,0,0,0,0,0,0,NA,0,10,2009,WD ,269500
